canonical_player_id,canonical_player_name,display_player_name,phase_model,phase,phase_order,legal_balls,wickets,runs_conceded,match_count,overs,avg,eco,sr
raw_b0359b90_ca42_4a35_b0d1_46703899270f,Sai Krishna Buddaraju,Sai Krishna Buddaraju,Two Day,New Ball,1,12,0,12,1,2.0,,6.0,
raw_8d406a25_db4b_4b64_b592_84d73e3ad834,Sainath Jamsandekar,Sainath Jamsandekar,One Day,Middle,2,29,1,14,1,4.5,14.0,2.896551724137931,29.0
raw_8d406a25_db4b_4b64_b592_84d73e3ad834,Sainath Jamsandekar,Sainath Jamsandekar,T20,Death,3,29,1,14,1,4.5,14.0,2.896551724137931,29.0
raw_8d406a25_db4b_4b64_b592_84d73e3ad834,Sainath Jamsandekar,Sainath Jamsandekar,Two Day,Older Ball,2,29,1,14,1,4.5,14.0,2.896551724137931,29.0
raw_2c167bd3_c65c_4abd_8fa8_7351cfe9aa59,Sajendra Shrestha,Sajendra Shrestha,One Day,Opening,1,72,0,40,4,12.0,,3.3333333333333335,
raw_2c167bd3_c65c_4abd_8fa8_7351cfe9aa59,Sajendra Shrestha,Sajendra Shrestha,One Day,Middle,2,193,6,130,10,32.1,21.666666666666668,4.041450777202073,32.166666666666664
raw_2c167bd3_c65c_4abd_8fa8_7351cfe9aa59,Sajendra Shrestha,Sajendra Shrestha,One Day,Death,3,450,18,197,12,75.0,10.944444444444445,2.6266666666666665,25.0
raw_2c167bd3_c65c_4abd_8fa8_7351cfe9aa59,Sajendra Shrestha,Sajendra Shrestha,T20,Opening,1,54,0,21,4,9.0,,2.3333333333333335,
raw_2c167bd3_c65c_4abd_8fa8_7351cfe9aa59,Sajendra Shrestha,Sajendra Shrestha,T20,Middle,2,78,1,68,6,13.0,68.0,5.230769230769231,78.0
raw_2c167bd3_c65c_4abd_8fa8_7351cfe9aa59,Sajendra Shrestha,Sajendra Shrestha,T20,Death,3,583,23,278,18,97.1,12.08695652173913,2.86106346483705,25.347826086956523
raw_2c167bd3_c65c_4abd_8fa8_7351cfe9aa59,Sajendra Shrestha,Sajendra Shrestha,Two Day,New Ball,1,126,1,86,7,21.0,86.0,4.095238095238095,126.0
raw_2c167bd3_c65c_4abd_8fa8_7351cfe9aa59,Sajendra Shrestha,Sajendra Shrestha,Two Day,Older Ball,2,589,23,281,18,98.1,12.217391304347826,2.8624787775891343,25.608695652173914
sandeep_gill,Sandeep Gill,Sandeep Gill,One Day,Opening,1,216,4,127,10,36.0,31.75,3.5277777777777777,54.0
sandeep_gill,Sandeep Gill,Sandeep Gill,One Day,Middle,2,307,10,208,12,51.1,20.8,4.06514657980456,30.7
sandeep_gill,Sandeep Gill,Sandeep Gill,One Day,Death,3,94,4,61,7,15.4,15.25,3.893617021276596,23.5
sandeep_gill,Sandeep Gill,Sandeep Gill,T20,Opening,1,138,4,76,9,23.0,19.0,3.3043478260869565,34.5
sandeep_gill,Sandeep Gill,Sandeep Gill,T20,Middle,2,204,2,165,15,34.0,82.5,4.852941176470588,102.0
sandeep_gill,Sandeep Gill,Sandeep Gill,T20,Death,3,275,12,155,10,45.5,12.916666666666666,3.381818181818182,22.916666666666668
sandeep_gill,Sandeep Gill,Sandeep Gill,Two Day,New Ball,1,318,5,221,15,53.0,44.2,4.169811320754717,63.6
sandeep_gill,Sandeep Gill,Sandeep Gill,Two Day,Older Ball,2,299,13,175,11,49.5,13.461538461538462,3.511705685618729,23.0
raw_bd3267a9_62a4_4ef6_9c96_ca89ef724e76,Santhosh Kumar Chappidi,Santhosh Kumar Chappidi,One Day,Opening,1,590,15,297,21,98.2,19.8,3.0203389830508476,39.333333333333336
raw_bd3267a9_62a4_4ef6_9c96_ca89ef724e76,Santhosh Kumar Chappidi,Santhosh Kumar Chappidi,One Day,Middle,2,415,9,190,17,69.1,21.11111111111111,2.746987951807229,46.111111111111114
raw_bd3267a9_62a4_4ef6_9c96_ca89ef724e76,Santhosh Kumar Chappidi,Santhosh Kumar Chappidi,One Day,Death,3,208,6,116,10,34.4,19.333333333333332,3.3461538461538463,34.666666666666664
raw_bd3267a9_62a4_4ef6_9c96_ca89ef724e76,Santhosh Kumar Chappidi,Santhosh Kumar Chappidi,T20,Opening,1,379,10,173,20,63.1,17.3,2.7387862796833775,37.9
raw_bd3267a9_62a4_4ef6_9c96_ca89ef724e76,Santhosh Kumar Chappidi,Santhosh Kumar Chappidi,T20,Middle,2,362,9,188,18,60.2,20.88888888888889,3.116022099447514,40.22222222222222
