match_id,innings_id,team_id,participant_id,player_name,player_short_name,catches,run_outs,stumpings,assisted_run_outs
5ee79fc1-2d4e-41d8-964b-e0c0fa6e412c,6835479c-f9e6-4975-aded-a3ee099f5f96,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f6dd9552-fbc5-4490-ac27-b50ff948f8f5,Priyanshu Tomar,P Tomar,1,0,0,0
5ee79fc1-2d4e-41d8-964b-e0c0fa6e412c,6835479c-f9e6-4975-aded-a3ee099f5f96,b0d2ee4c-be8f-4a75-b138-0740a52970c6,d36a9234-b2b2-44a0-9fa3-3e1527aa4b1c,Harish Kumar,H Kumar,0,1,0,1
5ee79fc1-2d4e-41d8-964b-e0c0fa6e412c,6835479c-f9e6-4975-aded-a3ee099f5f96,b0d2ee4c-be8f-4a75-b138-0740a52970c6,400e4752-f236-4ca7-93e9-fd8ebee6735e,Siddhanth Chaurasiya,S Chaurasiya,0,1,0,1
5ee79fc1-2d4e-41d8-964b-e0c0fa6e412c,ef4823cf-6018-4a8c-b870-429ffea3e9c3,64ca7387-df24-4f3b-8090-7bcb2359d4e2,f4c83f73-8465-45c6-9878-06c17f29bfd5,Nishant Desai,N Desai,0,2,0,0
5ee79fc1-2d4e-41d8-964b-e0c0fa6e412c,ef4823cf-6018-4a8c-b870-429ffea3e9c3,64ca7387-df24-4f3b-8090-7bcb2359d4e2,107ba782-a6cb-4114-b26f-0244958d35b9,********,********,1,0,0,0
5ee79fc1-2d4e-41d8-964b-e0c0fa6e412c,ef4823cf-6018-4a8c-b870-429ffea3e9c3,64ca7387-df24-4f3b-8090-7bcb2359d4e2,e0d334a3-c3f9-4dbe-849e-6da5f6cbd9fb,Happy Walia,H Walia,1,0,0,0
6905f946-64a0-4f33-85e0-0d720095fac6,8ceac9bf-6603-4850-a247-e8380b40be39,b0d2ee4c-be8f-4a75-b138-0740a52970c6,7512873c-b6b6-49fe-80ff-3733b5abd044,Mohaneesh Pitre,M Pitre,1,0,0,0
6905f946-64a0-4f33-85e0-0d720095fac6,8ceac9bf-6603-4850-a247-e8380b40be39,b0d2ee4c-be8f-4a75-b138-0740a52970c6,7cccf3c2-52d5-4dfc-91c8-9664f27ac72b,Jai Bhan,J Bhan,1,0,0,0
6905f946-64a0-4f33-85e0-0d720095fac6,6bec5629-7268-4f33-8cea-e4755c5623f5,7b46ae5e-158e-4ec2-a963-cb1fb6a2106c,fc5b377e-0038-44af-8414-9d004fa3a318,Anmol Basnet,A Basnet,1,0,0,0
8918a26c-cd36-4671-93a6-6aeac6a57e98,412ab85a-c603-4648-8a31-6d1ec7fdaaed,8b65ef27-5bb8-46ca-8193-be128c5af1b0,ed4e5575-2e17-4b73-a67d-84cd7bf862a2,Abdul Aziz,A Aziz,1,0,0,0
8918a26c-cd36-4671-93a6-6aeac6a57e98,412ab85a-c603-4648-8a31-6d1ec7fdaaed,8b65ef27-5bb8-46ca-8193-be128c5af1b0,f81c7258-4477-46f5-b288-27551ed48ae2,jagmeet Singh,j Singh,1,0,0,0
