match_id,innings_id,batting_team_id,bowling_team_id,over_number,bowler_participant_id,bowler_short_name,runs,wickets,legal_balls,wides,no_balls,boundaries,run_rate_after_over
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,11,872cc62c-558e-4032-9876-38d1b31c773f,G Singh,8,0,6,0,0,1,5.08
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,12,7f4ee4c0-a042-4bce-a7b2-e076b409bb76,K Singh,2,0,6,0,0,0,4.85
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,13,872cc62c-558e-4032-9876-38d1b31c773f,G Singh,3,0,6,0,0,0,4.71
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,14,7f4ee4c0-a042-4bce-a7b2-e076b409bb76,K Singh,8,0,6,1,0,1,4.93
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,15,06b9a8f8-7454-4175-93f4-226985e8b20e,A Multani,4,0,6,1,0,0,4.88
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,16,7f4ee4c0-a042-4bce-a7b2-e076b409bb76,K Singh,2,0,6,0,0,0,4.71
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,17,06b9a8f8-7454-4175-93f4-226985e8b20e,A Multani,12,0,6,0,0,1,5.11
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,18,0069e210-49dc-40e4-b16a-26fbe0e7b120,K Singh,6,0,6,0,0,0,5.16
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,19,b84e5b9f-9d0e-4fdd-aa8d-e2f3240d0b8b,Y Balyan,11,0,6,2,0,2,5.45
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,20,0069e210-49dc-40e4-b16a-26fbe0e7b120,K Singh,7,0,6,0,0,0,5.52
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,21,b84e5b9f-9d0e-4fdd-aa8d-e2f3240d0b8b,Y Balyan,2,1,6,0,0,0,5.36
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,22,0069e210-49dc-40e4-b16a-26fbe0e7b120,K Singh,9,0,6,0,0,1,5.52
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,23,b84e5b9f-9d0e-4fdd-aa8d-e2f3240d0b8b,Y Balyan,8,1,6,0,0,0,5.62
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,24,cb2611b4-5154-4722-9424-87dbc368afe3,R Singh,3,1,6,0,0,0,5.52
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,25,6b6a02e6-17c8-4251-8a40-b6a149750ed1,A John,6,1,6,0,0,0,5.54
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,26,6b6a02e6-17c8-4251-8a40-b6a149750ed1,A John,2,1,6,0,0,0,5.41
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,27,6b6a02e6-17c8-4251-8a40-b6a149750ed1,A John,2,1,6,0,0,0,5.29
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,28,cb2611b4-5154-4722-9424-87dbc368afe3,R Singh,1,1,6,0,0,0,5.14
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,29,6b6a02e6-17c8-4251-8a40-b6a149750ed1,A John,4,1,6,0,0,0,5.1
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,30,b84e5b9f-9d0e-4fdd-aa8d-e2f3240d0b8b,Y Balyan,5,0,6,0,0,0,5.1
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,31,0069e210-49dc-40e4-b16a-26fbe0e7b120,K Singh,8,0,6,0,0,1,5.19
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,32,b84e5b9f-9d0e-4fdd-aa8d-e2f3240d0b8b,Y Balyan,4,0,6,0,0,0,5.15
2c40c9b2-40eb-4b37-becf-5c817751a1d6,1d8a7aee-77d7-422d-8a73-4897780b5d8f,b0d2ee4c-be8f-4a75-b138-0740a52970c6,f121f9ce-13ef-4518-b214-4b2066595145,33,3749d7ce-99cc-451f-adc6-e25e53988a21,D Digvijay,13,0,6,0,0,2,5.38
