season_id,season,team_id,team_name,grade_id,grade_name,competition_id,competition_name
fc1465b6-3c80-4b82-9759-680a784168c2,Summer 2024/25,6b024905-292d-420d-bd95-c3704bf4cd1e,3rds X1,96ab88fe-d219-4e0d-b4d8-4ce77361cdc2,K Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
fc1465b6-3c80-4b82-9759-680a784168c2,Summer 2024/25,221775f3-1c13-4955-88fc-da236f6d9206,4ths X1,b1f453b3-f164-4300-9a3b-0898cd08061d,L Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
fc1465b6-3c80-4b82-9759-680a784168c2,Summer 2024/25,42c11f2b-84c6-4dcd-9dce-bb1721f220a2,T20,b1ed7b1b-44bf-4eff-860a-ac76b1d456af,Senior T20 South,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
f8ebef3a-ba2d-48c4-95f8-0b13d067e817,Summer 2023/24,f453c7de-b278-45d6-bf26-0a612625c980,1st X1,ad6b640c-267c-4290-953c-af9a733e36e6,G Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
f8ebef3a-ba2d-48c4-95f8-0b13d067e817,Summer 2023/24,735db4b8-86c7-4dde-b275-df480cee52d3,2nds X1,028d506a-008e-4596-b3c0-97d016487f6c,J Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
f8ebef3a-ba2d-48c4-95f8-0b13d067e817,Summer 2023/24,04cd408e-56b4-4b0b-9758-702778a11a79,3rds X1,232b2ac0-38be-4ceb-ab1b-6348bfa0e45e,L Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
f8ebef3a-ba2d-48c4-95f8-0b13d067e817,Summer 2023/24,79131cb0-c2bc-456e-8249-9bea07ca696d,T20,f06a8672-579d-489d-bf46-1a3adc9265b4,Senior T20,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,b3711f02-17f3-4d62-9bc1-e905aea5dca3,F Grade,7e659b7b-7bc7-4da3-a3a3-c9f78aa8c3e2,F Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,c0873d0b-9809-4a08-97fb-7a472b7d5de2,K Grade,ebdd7ba0-cbc1-4113-9060-2e7f1bc5dfae,K Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
3e3a72f9-34fa-49f5-a42e-35d86629a3af,Summer 2022/23,13407682-fa4f-4124-b7b8-4a4c3671b6a4,M Grade,3ffb5596-605f-4838-88ec-8ea276db7fd6,M Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
aad2a6fe-7bbd-4680-a386-01319b828522,Summer 2021/22,3f26baae-343c-415e-81ea-aea192d2d4c5,E Grade,35b045c0-757a-4fb4-8936-cd3803a6de30,E Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
